Basket Source,Basket Title,Course Code,Course Title,Course Type,Credits,Compulsory Course
University Core Basket,Summer Internship Basket,INC2001,IDS Inc. - Certified Blockchain Developer,PJT,2,
University Core Basket,Summer Internship Basket,INC2002,NASSCOM - Artificial Intelligence Foundation,PJT,2,
University Core Basket,Summer Internship Basket,INC2003,NASSCOM - Big Data Foundation,PJT,2,
University Core Basket,Summer Internship Basket,INC2004,NASSCOM - Cloud Computing Foundation,PJT,2,
University Core Basket,Summer Internship Basket,INC2005,NASSCOM - UX Foundation,PJT,2,
University Core Basket,Summer Internship Basket,INC2006,NASSCOM - IOT Foundation,PJT,2,
University Core Basket,Summer Internship Basket,INC2007,NASSCOM - Vulnerability Assessment for AppSec,PJT,2,
University Core Basket,Summer Internship Basket,INC2008,NASSCOM - Fundamentals of Data Analytics,PJT,2,
University Core Basket,Summer Internship Basket,INC2009,NASSCOM - Security Analyst,PJT,2,
University Core Basket,Summer Internship Basket,INC2010,NASSCOM - Associate Analytics,PJT,2,
University Core Basket,Summer Internship Basket,INC2011,Automation Anywhere - Robotics Process Automation,PJT,2,
University Core Basket,Summer Internship Basket,INC2012,Oracle Autonomous Database Cloud Specialist,PJT,2,
University Core Basket,Summer Internship Basket,INC2013,Oracle Application Express: Developing Web Applications,PJT,2,
University Core Basket,Summer Internship Basket,INC2014,Oracle Cloud Infrastructure Foundations Associate,PJT,2,
University Core Basket,Summer Internship Basket,INC2015,Oracle Machine Learning Data Scientist,PJT,2,
University Core Basket,Summer Internship Basket,INC2016,Oracle - Java SE Developer,PJT,2,
University Core Basket,Summer Internship Basket,INC2017,AWS - Cloud Practitioner - Foundation,PJT,2,
University Core Basket,Summer Internship Basket,INC2018,AWS - Solution Architect - Associate,PJT,2,
University Core Basket,Summer Internship Basket,INC2019,AWS SysOps Administrator - Associate,PJT,2,
University Core Basket,Summer Internship Basket,INC2020,AWS Developer - Associate,PJT,2,
University Core Basket,Summer Internship Basket,INC2021,Microsoft - Azure AI Fundamentals,PJT,2,
University Core Basket,Summer Internship Basket,INC2022,Microsoft - Azure AI Engineer,PJT,2,
University Core Basket,Summer Internship Basket,INC2023,Microsoft - Azure Data Scientist,PJT,2,
University Core Basket,Summer Internship Basket,INC2024,Microsoft - Azure Data Engineer - 1,PJT,2,
University Core Basket,Summer Internship Basket,INC2025,Microsoft - Azure Data Engineer - 2,PJT,2,
University Core Basket,Summer Internship Basket,INC2026,Microsoft - Azure Developer - 1,PJT,2,
University Core Basket,Summer Internship Basket,INC2027,Microsoft - Azure Developer - 2,PJT,2,
University Core Basket,Summer Internship Basket,INC2028,Microsoft - Azure DevOps Engineer - 4,PJT,2,
University Core Basket,Summer Internship Basket,INC2029,Microsoft - Azure Security Engineer - 5,PJT,2,
University Core Basket,Summer Internship Basket,INC2030,Microsoft - Azure Solutions Architect,PJT,2,
University Core Basket,Summer Internship Basket,INC2031,Maven Silicon - VLSI,PJT,2,
University Core Basket,Summer Internship Basket,INC2032,VMWare IT Academy - Java Spring Boot,PJT,2,
University Core Basket,Summer Internship Basket,INC2033,IBM Developers Skills Network - IBM Cloud,PJT,2,
University Core Basket,Summer Internship Basket,INC2034,AWS - DevOps,PJT,2,
University Core Basket,Summer Internship Basket,INC2035,IBM - Artificial Intelligence,PJT,2,
University Core Basket,Summer Internship Basket,INC2036,IBM - Applied Data Science,PJT,2,
University Core Basket,Summer Internship Basket,INC2037,IBM - Internet of Things,PJT,2,
University Core Basket,Summer Internship Basket,INC2038,IBM Developers Skills Network - IBM Cloud,PJT,2,
University Core Basket,Summer Internship Basket,INC2039,APSSDC-IES - Data Science,PJT,2,
University Core Basket,Summer Internship Basket,INC2040,Boston IT Solutions - Deep Learning,PJT,2,
University Core Basket,Summer Internship Basket,INC2041,Boston IT Solutions - Machine Learning,PJT,2,
University Core Basket,Summer Internship Basket,INC2042,Boston IT Solutions - Python for Artificial Intelligence,PJT,2,
University Core Basket,Summer Internship Basket,INC2043,Boston IT Solutions - Data Analysis with SQL,PJT,2,
University Core Basket,Summer Internship Basket,INC2044,Boston IT Solutions - Fundamentals of Computer Vision,PJT,2,
University Core Basket,Summer Internship Basket,INC2045,Boston IT Solutions - Fundamentals of Natural Language Processing,PJT,2,
University Core Basket,Summer Internship Basket,INC2046,INC2046,PJT,2,
University Core Basket,Summer Internship Basket,INC2047,PAANCA - Cybersecurity Foundation,PJT,2,
University Core Basket,Summer Internship Basket,INC2048,PAANCA - Network Security Fundamentals,PJT,2,
University Core Basket,Summer Internship Basket,INC2049,PAANCA - Cloud Security Fundamentals,PJT,2,
University Core Basket,Summer Internship Basket,INC2050,PAANCA - Security Operations Fundamentals,PJT,2,
University Core Basket,Summer Internship Basket,INC2051,PAANCA - Enterprise Security Deployment,PJT,2,
University Core Basket,Summer Internship Basket,INC2052,PAANCA - Enterprise Security Management,PJT,2,
University Core Basket,Summer Internship Basket,INC2053,PAANCA - Cloud Security Deployment,PJT,2,
University Core Basket,Summer Internship Basket,INC2054,PAANCA - Security Operations,PJT,2,
University Core Basket,Summer Internship Basket,INC2055,PAANCA - Data Science,PJT,2,
University Core Basket,Summer Internship Basket,INC2056,Ethical Hacking Essentials,PJT,2,
University Core Basket,Summer Internship Basket,INC2057,Digital Forensics Essentials,PJT,2,
University Core Basket,Summer Internship Basket,INC2058,Network Defense Essentials,PJT,2,
University Core Basket,Summer Internship Basket,INC2059,Salesforce Developer,PJT,2,
University Core Basket,Summer Internship Basket,INC2060,Adobe UX & UI,PJT,2,
University Core Basket,Summer Internship Basket,INC2061,MongoDB Associate Database Administrator,PJT,2,
University Core Basket,Summer Internship Basket,INC2062,High Performance Coding - Advanced Data Structures & Algorithms using Java,PJT,2,
University Core Basket,Summer Internship Basket,INC2063,Design of Process Plant Equipment and Industrial Piping Systems,PJT,2,
University Core Basket,Summer Internship Basket,INC2064,Distributed CoughDB - CoughBase,PJT,2,
University Core Basket,Summer Internship Basket,INC2065,Embedded System Design Internship,PJT,2,
University Core Basket,Summer Internship Basket,INC2066,DP 900 - Microsoft Azure Data Fundamentals Exam,PJT,2,
University Core Basket,Summer Internship Basket,INC2067,Oracle Database Foundation,PJT,2,
University Core Basket,Summer Internship Basket,INC2068,Selenium Certiﬁcation Training Course in collab with PWC,PJT,2,
University Core Basket,Summer Internship Basket,INC2069,Artificial Intelligence using Google TensorFlow in collab with Google,PJT,2,
University Core Basket,Summer Internship Basket,INC2070,Generative AI Applications using Vertex AI in Collaboration with Google,PJT,2,
University Core Basket,Summer Internship Basket,INC2071,Full Stack Developer (MERN) with MongoDB Associate Developer Certification,PJT,2,
University Core Basket,Summer Internship Basket,INC2072,AI 900- Microsoft Azure AI Fundamentals Exam,PJT,2,
University Core Basket,Summer Internship Basket,INC2073,NASSCOM - Pragmatic Approach to Cyber Security,PJT,2,
University Core Basket,Summer Internship Basket,INC2074,Cyber Security & Ethical Hacking-SmartBridge,PJT,2,
University Core Basket,Summer Internship Basket,INC3001,Full stack Development with MERN,PJT,2,
University Core Basket,Summer Internship Basket,INC3002,Data Science & Business Analytics,PJT,2,
University Core Basket,Summer Internship Basket,INC3003,Embedded Systems and IoT,PJT,2,
University Core Basket,Summer Internship Basket,INC3004,Data Analytics & Big Data Fundamentals,PJT,2,
University Core Basket,Summer Internship Basket,INC3005,Cyber Security and Ethical Hacking,PJT,2,
University Core Basket,Summer Internship Basket,INC3006,UI/UX Developer,PJT,2,
University Core Basket,Summer Internship Basket,INC3007,Devops,PJT,2,
University Core Basket,Summer Internship Basket,INC3008,Gen AI and Chat GPT,PJT,2,
University Core Basket,Summer Internship Basket,INC3009,Blockchain Specialization,PJT,2,
University Core Basket,Summer Internship Basket,INC3010,Robotics Process Automation,PJT,2,
University Core Basket,Summer Internship Basket,INC3011,Cloud Computing,PJT,2,
University Core Basket,Summer Internship Basket,INC3012,"Digital Marketing, Performance Optimization & CRM Tools",PJT,2,
University Core Basket,Summer Internship Basket,INC3013,AI for Management Graduates: Leveraging Artificial Intelligence in Business,PJT,2,
University Core Basket,Summer Internship Basket,INC3014,Project Management and Collaboration,PJT,2,
University Core Basket,Summer Internship Basket,INC3015,Product Management,PJT,2,
University Core Basket,Summer Internship Basket,INC3016,The Art of Storytelling for Beginners,PJT,2,
University Core Basket,Summer Internship Basket,INC3017,Supply Chain Management,PJT,2,
University Core Basket,Summer Internship Basket,INC3018,Brand Management,PJT,2,
University Core Basket,Summer Internship Basket,INC3019,Business Valuation Techniques,PJT,2,
University Core Basket,Summer Internship Basket,INC3020,Investment Banking Operations and Management,PJT,2,
University Core Basket,Summer Internship Basket,INC3021,Prompt Engineering,PJT,2,
University Core Basket,Summer Internship Basket,INC3022,Generative AI,PJT,2,
University Core Basket,Summer Internship Basket,INC3023,Quantum computing,PJT,2,
University Core Basket,Summer Internship Basket,INC3024,AutoML,PJT,2,
University Core Basket,Summer Internship Basket,SIT1001,Summer Internship,PJT,2,
University Core Basket,Technology Foundation Basket for B.Tech CSE,CSE1006,Foundations for Data Analytics,ETL,3,
University Core Basket,Technology Foundation Basket for B.Tech CSE,CSE1007,Introduction to Cryptography,ETL,4,
University Core Basket,Technology Foundation Basket for B.Tech CSE,CSE1016,Introduction to Edge Computing,TH,3,
University Core Basket,Technology Foundation Basket for B.Tech CSE,CSE1017,Introduction to Geographical Information Systems,TH,3,
University Core Basket,Technology Foundation Basket for B.Tech CSE,CSE2003,Requirements Engineering Management,ETP,4,
University Core Basket,Technology Foundation Basket for B.Tech CSE,CSE3002,Artificial Intelligence,ETL,4,
University Core Basket,Technology Foundation Basket for B.Tech CSE,ECE1008,Sensors and Control Systems,ETL,4,
University Core Basket,Technology Foundation Basket for B.Tech CSE,ECE2001,Analog Devices and Circuits,ETL,4,
University Core Basket,Technology Foundation Basket for B.Tech CSE,ECE2005,Signals and Systems,TH,4,
University Core Basket,Technology Foundation Basket for B.Tech CSE,HUM1007,Introduction to Digital Humanities : Doing Digital History,TH,4,
University Core Basket,Technology Foundation Basket for B.Tech CSE,LIB1015,Introduction to Communication and Rhetoric,TH,4,
University Core Basket,Technology Foundation Basket for B.Tech CSE,MEC1008,Engineering Mechanics,TH,4,
University Core Basket,Technology Foundation Basket for B.Tech CSE,MEC1009,Introduction to Digital Manufacturing,TH,4,
University Core Basket,Technology Foundation Basket for B.Tech CSE,MEC2002,Thermodynamics,TH,4,
University Core Basket,Technology Foundation Basket for B.Tech CSE,MEC2021,Mechatronics,TH,4,
University Core Basket,Technology Foundation Basket for B.Tech CSE,MGT1007,Economics for Engineers,TH,3,
University Core Basket,Technology Foundation Basket for B.Tech CSE,MGT1036,Introduction to Macroeconomics,TH,3,
University Core Basket,Technology Foundation Basket for B.Tech CSE,MGT2016,Essentials of Marketing Management,TH,4,
University Core Basket,Technology Foundation Basket for B.Tech CSE,MGT2018,Introduction to Management Accounting,TH,3,
University Core Basket,Technology Foundation Basket for B.Tech CSE,PHY1002,Semiconductor Device Physics,TH,4,
University Core Basket,Technology Foundation Basket for B.Tech CSE,PHY1011,Material Characterization Techniques,ETL,4,
University Core Basket,Technology Foundation Basket for B.Tech CSE,SWE2008,Object Oriented Analysis and Design,ETL,4,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,CHY1005,Industrial Chemistry for Engineers,TH,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,CHY1006,Corrosion Science and Engineering,TH,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,CHY1007,Energy Materials and Their Applications,TH,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,CHY2001,Chemical and Biosensors,TH,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,CHY2002,Organic Electronics,TH,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,CSE1006,Foundations for Data Analytics,ETL,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,CSE1007,Introduction to Cryptography,ETL,4,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,CSE1018,Cyber Physical System Security,ETP,4,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,CSE2003,Requirements Engineering Management,ETP,4,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,CSE2009,Soft Computing,ETP,4,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,CSE2010,Secure Coding,ETL,4,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,CSE2011,Cyber Security and Digital Forensics,ETL,4,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,CSE2012,Knowledge Representation and Reasoning,TH,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,CSE2013,Information Theory and Coding,TH,4,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,CSE2025,AWS Solution Architecture,TH,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,CSE3002,Artificial Intelligence,ETL,4,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,CSE3011,Network Programming,ETL,4,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,CSE3018,Software Configuration Management,TH,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,CSE3019,Software Quality and Reliability,TH,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,CSE3020,Product Definition and Validation,TH,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,CSE4001,Cloud Computing,TH,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,CSE4002,Mobile Application Development,ETL,4,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,CSE4004,Web Technologies,ETL,4,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,CSE4005,Data Warehousing and Data Mining,ETL,4,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,CSE4007,Digital Image Processing,ETL,4,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,CSE4008,Social Network Analysis,ETL,4,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,CSE4011,Internet of Things,ETP,4,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,CSE4012,UI UX User Experience Design,ETL,4,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,CSE4016,Database Administration,ETL,4,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,CSE4019,Applications of Artificial Intelligence,TH,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ECE1008,Sensors and Control Systems,ETL,4,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ECE1010,Probability and Random Processes,TH,4,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ECE2001,Analog Devices and Circuits,ETL,4,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ECE2003,Control Systems Engineering,ETL,4,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ECE2005,Signals and Systems,TH,4,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ECE2007,Digital Signal Processing,ETL,4,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ECE2009,Data Acquisition and Transmission Systems,ETL,4,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ECE2014,Microprocessors and Microcontrollers,ETL,4,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ECE3001,Linear Integrated Circuits and Applications,ETL,4,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ECE3006,HDL Verification and Methodology,ETL,4,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ECE3007,Electrical Machines Modeling and Control,ETL,4,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ECE3018,IoT Fundamentals,ETLP,4,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ECE4004,Automotive Electrical and Electronic Systems,TH,4,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ECE4018,Image Analysis and Computer Vision,ETL,4,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ENG1015,Introduction to 20th Century European Literature in Translation,TH,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ENG1016,Climate Fiction- Narratives to Save the World!,TH,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ENG1017,Film Appreciation,TH,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ENG1018,Introduction to Fashion and Technology,TH,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ENG1019,Introduction to Storytelling in Business & Entrepreneurship,TH,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ENG2011,Revisiting Shakespearean Dramas,TH,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ENG2012,Stories Retold: Reading Cinema,TH,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ENG2013,Cross-Cultural Communication Skills for Global Interaction,TH,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ENG2014,Decoding Television in the Digital Age,TH,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ENG3001,Introduction to Translation Studies,TH,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ENG3003,Literature and Psychology,TH,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ENG3008,Strategic Communication for Entrepreneurs,TH,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,FRL1001,Basic French,TH,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,FRL1004,Basic Spanish,TH,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,FRL1005,German for Beginners,TH,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,FRL2003,French for Engineers,TH,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,FRL2004,Korean for Beginners,TH,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,FRL2005,German for Advanced Learners,TH,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,HUM1007,Introduction to Digital Humanities : Doing Digital History,TH,4,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,HUM1012,Engineering Economics,TH,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,HUM2001,Banking and Financial Services,TH,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,HUM2009,Basic Econometrics,TH,4,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,HUM2010,Gender Economics,TH,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,HUM2104,Indian Economy : Problems and Policies,TH,4,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,HUM3001,Applied Econometrics,TH,4,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC1001,Juniper Networks - Introduction to the Junos Operating System,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC1002,Juniper Networks - Introduction to Juniper Security,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC1003,Juniper Networks - Introduction to Junos Platform Automation and DevOps,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC1004,Juniper Networks - Juniper Cloud Fundamentals,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC1005,Juniper Networks - Juniper Networks Design Fundamentals,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC1006,Juniper Networks - Juniper's Mist AI Networks,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC1007,Entuple - Synthesis and Static Timing Analysis,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC1008,Entuple - Physical Design,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC1009,GoDaddy Academy - Web Development,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC1010,Smart Bridge - Internet of Things,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC1011,Pharma Genie - Life Sciences Sector Skill Development Council,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC1012,Smart Bridge - Artificial Intelligence,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC1013,Microsoft - Azure Fundamentals,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC1014,Smart Bridge - Data Analytics,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC1015,Smart Bridge - Applied Data Science,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC1016,RH124 Red Hat System Administration,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC1017,RH134 Red Hat System Administration II,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC1018,RH294 Red Hat Enterprise Linux Automation with Ansible,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC1019,AD183 Red Hat Application Development I: Programming in Java EE,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC1020,CL110 Red Hat OpenStack Administration I: Core Operations for Domain Operators,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC1021,ISRO Space Science and Technology Awareness Training (START),PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC1022,AWS Certified Solutions Architect - Associate,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC1023,Microsoft Power Platform App Maker (PL-100),PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC1024,Microsoft - Azure Administrator (AZ-104),PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC1025,Certificated Ethical Hacker (CEH),PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC1026,MERN Full StackQ,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC1027,Cloud Digital Leader,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC1028,Certificate in Mechanical Services Engineering,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC1029,VLSI Design Internship,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC1030,Java Development on Oracle Cloud (Java SE11),PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC1031,Certificate in Concrete Techniques and Practices,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC1032,Practitioners Approach to Power System Protection and Switchgear,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC1033,Certificate in Microcontroller and Application,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC1034,Database Developer on Oracle Cloud,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC1035,Application Development on Oracle Cloud,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC1036,Life Sciences - Quality Control Chemist,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC1037,Introduction to 3D Printing & CAD Modeling,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC1038,JAVA Full stack,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC1039,Certificate In Mechanized Construction Techniques,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC1040,Certificate In Transportation Infrastructure Engineering,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC1041,Electrical Design for Modern Building Infrastructure,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC1042,Foundation Course- VLSI Design Methodologies,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC1043,Oracle Java Foundation Associate,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC1044,Android App Development,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC1045,Automation Anywhere University Certified Essentials RPA Professional,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC1046,Google Cloud Computing Foundations,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC1047,Hands-On Training Analytical Drug Testing- Greentree Laboratories,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC1048,Salesforce Administrator,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC1049,Artificial Intelligence & Machine Learning in collaboration with Google (Applied Data Science),PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC1050,Data Analytics with IBM Cognos Analytics,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC1051,AI for Cyber Security With IBM Qrador (AI for Web Security),PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC1052,IOT - Vision Technologies,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC1053,Foundation Course - Embedded System Design,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC2001,IDS Inc. - Certified Blockchain Developer,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC2002,NASSCOM - Artificial Intelligence Foundation,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC2003,NASSCOM - Big Data Foundation,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC2004,NASSCOM - Cloud Computing Foundation,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC2005,NASSCOM - UX Foundation,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC2006,NASSCOM - IOT Foundation,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC2007,NASSCOM - Vulnerability Assessment for AppSec,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC2008,NASSCOM - Fundamentals of Data Analytics,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC2009,NASSCOM - Security Analyst,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC2010,NASSCOM - Associate Analytics,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC2011,Automation Anywhere - Robotics Process Automation,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC2012,Oracle Autonomous Database Cloud Specialist,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC2013,Oracle Application Express: Developing Web Applications,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC2014,Oracle Cloud Infrastructure Foundations Associate,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC2015,Oracle Machine Learning Data Scientist,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC2016,Oracle - Java SE Developer,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC2017,AWS - Cloud Practitioner - Foundation,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC2018,AWS - Solution Architect - Associate,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC2019,AWS SysOps Administrator - Associate,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC2020,AWS Developer - Associate,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC2021,Microsoft - Azure AI Fundamentals,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC2022,Microsoft - Azure AI Engineer,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC2023,Microsoft - Azure Data Scientist,PJT,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,INC2024,Microsoft - Azure Data Engineer - 1,PJT,2,
